Opportunity_Rec_ID__c,AccountId,Contact__c,Site_Address_Billing_Address__c,Site_Address_Shipping_Address__c,Name,Probability,CreatedDate,CloseDate,Stage_RecID,StageName,Account_Executive__c,AE_Member_RecID,Strategic_Consultant__c,SC_Member_RecID,OwnerId,Location_RecID,Location__c,Department__c,Solution_Engineer_1__c,Solution_Engineer_2__c,Non_Recurring__c,Amount,Full_Agreement_Term__c,MRR_Delta__c,Sell_Quote__c,Sell_Quote_EXP_Date__c,pricebook2id,product2id
14531,59180,45655,40924,40924,SDW,75,2/11/2020,7/1/2020,14,Negotiating,Scott Turner,205,Wesley Straw,212,205,30,Meriplex Communications ,Monthly Recurring Revenue,,,20850,7280,36,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14532,59180,45655,40924,40924,SDW Increased Bandwidth,100,2/11/2020,6/4/2020,11,Signed,Scott Turner,205,Wesley Straw,212,205,30,Meriplex Communications ,Monthly Recurring Revenue,,,0,8349.5,36,0,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14542,58429,49346,1105,1105,KMP-800 Number and DID-020202,100,2/12/2020,2/13/2020,11,Signed,Ron Walker,620,Eric O'Shea,418,620,30,Meriplex Communications ,Monthly Recurring Revenue,,,1,10.3,,0,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14550,19420,1839,59588,59588,Cyrus One Austin - Circuit Change,99,2/12/2020,8/21/2020,11,Signed,Elmer Mosbey,173,Wesley Straw,212,173,30,Meriplex Communications ,Monthly Recurring Revenue,,,0,1995,36,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14557,69716,57041,59372,59372,Willow Park - Circuit Change,50,2/12/2020,4/22/2020,18,Proposing,Ron Walker,620,Christopher Sykes,599,620,30,Meriplex Communications ,Monthly Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14563,59180,45655,40924,40924,sdwan -addiitonal bandwidth - 1 year ,75,2/13/2020,5/31/2020,14,Negotiating,Scott Turner,205,,0,205,30,Meriplex Communications ,Monthly Recurring Revenue,,,0,17468,12,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14564,59180,45655,40924,40924,sdwan additional bandwidth - 2 year pricing ,75,2/13/2020,5/31/2020,14,Negotiating,Scott Turner,205,Carrie Hatley,619,205,30,Meriplex Communications ,Monthly Recurring Revenue,,,0,13387,24,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14565,68378,36229,43141,43141,Odessa - Speed Change,50,2/13/2020,2/26/2021,18,Proposing,Ron Walker,620,Wesley Straw,212,620,30,Meriplex Communications ,Monthly Recurring Revenue,,,0,343,60,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14571,68378,36229,55522,55522,BBC-Lubbock-Circuit Amendment,50,2/13/2020,1/29/2021,18,Proposing,Ron Walker,620,Eric O'Shea,418,620,30,Meriplex Communications ,Monthly Recurring Revenue,,,115,420,60,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14572,69770,59549,59271,59271,50 New Users - Plan E3,100,2/13/2020,2/18/2020,11,Signed,Jonathan Montoya,622,Carrie Hatley,619,622,11,Meriplex Solutions,Monthly Recurring Revenue,,,,2555,,0,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14575,31160,53113,46767,46767,Loc.7022 - SDWAN/SIP,50,2/13/2020,12/31/2020,18,Proposing,David Pinyon,604,Carrie Hatley,619,604,30,Meriplex Communications ,Monthly Recurring Revenue,,,300,176,36,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14576,68378,36229,55516,55516,"Change-Order - Blue Bell  - 50/10MB BB Cable - 200 Venture Way Lafayette, LA - 7882-001-01-0",0,2/13/2020,4/15/2020,19,System Error,Ron Walker,620,Carrie Hatley,619,620,30,Meriplex Communications ,Monthly Recurring Revenue,,,0,709,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14579,68378,36229,55481,55481,Amarillo - Speed Change,50,2/14/2020,1/29/2021,18,Proposing,Ron Walker,620,Wesley Straw,212,620,30,Meriplex Communications ,Monthly Recurring Revenue,,,0,343,60,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14580,68378,54204,55528,55528,BBC-Mobile-Circuit Amendment-022020,100,2/14/2020,9/14/2020,11,Signed,Ron Walker,620,Eric O'Shea,418,620,30,Meriplex Communications ,Monthly Recurring Revenue - Uplift or Downturn,,,0,253,12,10,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14581,36903,54246,58999,58999,Loc271 - Construction Passthrough MPC083672,100,2/14/2020,2/17/2020,11,Signed,David Pinyon,604,Christopher Sykes,599,604,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,0,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14585,36903,54246,55298,55298,GIG wave between Logicalis and AWS US West Region,75,2/14/2020,6/30/2020,14,Negotiating,David Pinyon,604,,0,604,30,Meriplex Communications ,Monthly Recurring Revenue,,,0,1300,36,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14588,68378,54204,58479,58479,Extreme Support Renewal DUE: 1/24/2020,50,2/17/2020,3/31/2020,18,Proposing,Ron Walker,620,Carrie Hatley,619,620,11,Meriplex Solutions,Non-Recurring Revenue,,,5877,0,1,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14593,31160,53113,49148,49148,0238 SDWan Renewal  ,50,2/17/2020,12/31/2020,18,Proposing,David Pinyon,604,Carrie Hatley,619,604,30,Meriplex Communications ,Monthly Recurring Revenue - Uplift or Downturn,,,0,366,36,-430,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14596,58429,65930,1105,1105,KMP-MCS3 Renewal-022020,100,2/17/2020,6/15/2021,11,Signed,Ron Walker,620,Scott Turner,205,620,30,Meriplex Communications ,Monthly Recurring Revenue - Uplift or Downturn,,,0,16998,60,-1056.3,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14599,31160,53113,49261,49261,Loc0458 - IPT Refresh,10,2/17/2020,2/17/2020,17,Identifying,David Pinyon,604,Christopher Sykes,599,604,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14601,19405,51216,1143,1143,ESET Enterprise Inspector - 802 Seats,0,2/18/2020,5/29/2020,19,System Error,Jonathan Montoya,622,,0,622,11,Meriplex Solutions,Monthly Recurring Revenue,,,17024.19,4210.5,36,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14602,58429,46468,46999,46999,Loc1814 - Carrier Change,50,2/18/2020,7/1/2021,18,Proposing,Scott Turner,205,Wesley Straw,212,205,30,Meriplex Communications ,Monthly Recurring Revenue,,,113.85,229.95,60,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14603,58429,50382,52658,52658,KMP-San Carlos-800#-022020,50,2/18/2020,2/26/2021,18,Proposing,Ron Walker,620,Eric O'Shea,418,620,30,Meriplex Communications ,Monthly Recurring Revenue,,,0,10,36,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14604,31160,53113,48489,48489,Loc7290 - IPT Refresh,10,2/18/2020,2/18/2020,17,Identifying,David Pinyon,604,Christopher Sykes,599,604,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14605,31160,53113,48147,48147,SCI-Loc6290-IPT Refresh-022020,50,2/18/2020,2/18/2020,18,Proposing,David Pinyon,604,Eric O'Shea,418,604,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14606,31160,53113,50489,50489,SCI-Loc4167-IPT Refresh-022020,50,2/18/2020,2/18/2020,18,Proposing,David Pinyon,604,Eric O'Shea,418,604,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14607,69716,57041,55408,58199,SQL Server Upgrade ,100,2/18/2020,2/19/2020,11,Signed,Ron Walker,620,,0,620,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,0,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14609,31160,53113,49562,49562,Loc1089 - IPT Refresh,10,2/18/2020,2/18/2020,17,Identifying,David Pinyon,604,Christopher Sykes,599,604,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14613,67908,59193,59512,59358,Asheboro NC,100,2/18/2020,2/24/2020,11,Signed,David Pinyon,604,,0,604,30,Meriplex Communications ,Monthly Recurring Revenue,,,,556,,0,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14614,31160,53113,49260,49260,Loc.0456 - SDWAN/SIP,50,2/18/2020,12/31/2020,18,Proposing,David Pinyon,604,Carrie Hatley,619,604,30,Meriplex Communications ,Monthly Recurring Revenue,,,300,226,36,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14615,31160,53113,47965,47965,Loc.5055 - SDWAN/SIP,50,2/18/2020,12/31/2020,18,Proposing,David Pinyon,604,Carrie Hatley,619,604,30,Meriplex Communications ,Monthly Recurring Revenue,,,300,176,36,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14619,69716,57041,57857,57857,Project Licenses ,100,2/18/2020,2/26/2020,11,Signed,Ron Walker,620,,0,620,11,Meriplex Solutions,Non-Recurring Revenue,,,,,,0,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14625,39112,45788,50845,50845,SFP Modules ,100,2/19/2020,2/19/2020,11,Signed,Ron Walker,620,,0,620,11,Meriplex Solutions,Non-Recurring Revenue,,,,,,0,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14626,68378,36229,55562,55562,Big Spring - Circuit Change,100,2/19/2020,2/26/2020,11,Signed,Ron Walker,620,Christopher Sykes,599,620,30,Meriplex Communications ,Monthly Recurring Revenue - Uplift or Downturn,,,,156,,34,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14627,31160,53113,48544,48544,SCI-Loc7407 -IPT Refresh-022020,50,2/19/2020,2/19/2020,18,Proposing,David Pinyon,604,Eric O'Shea,418,604,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14632,69770,59549,58821,58821,Qty 2 - Windows Server 2016 Datacenter,100,2/20/2020,2/24/2020,11,Signed,Jonathan Montoya,622,,0,622,11,Meriplex Solutions,Non-Recurring Revenue,,,,,,0,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14636,69716,57041,59372,59372,Willow Park eFax ,100,2/20/2020,2/21/2020,11,Signed,Ron Walker,620,,0,620,30,Meriplex Communications ,Monthly Recurring Revenue,,,,14,,0,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14639,31160,53113,49260,49260,SCI-Loc0456-IPT Refresh-022020,50,2/20/2020,2/20/2020,18,Proposing,David Pinyon,604,Eric O'Shea,418,604,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14646,31160,53113,48542,48542,SCI-Loc7392-IPT Refresh-022020,50,2/20/2020,2/20/2020,18,Proposing,David Pinyon,604,Eric O'Shea,418,604,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14647,59180,45655,55998,55998,Kingspan Kensington Cabling ,50,2/21/2020,10/30/2020,18,Proposing,Scott Turner,205,Wesley Straw,212,205,30,Meriplex Communications ,Non-Recurring Revenue,,,1944.38,0,12,0,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14648,59180,45655,59105,59105,Edmondton Cabling ,25,2/21/2020,10/30/2020,18,Proposing,Scott Turner,205,Wesley Straw,212,205,30,Meriplex Communications ,Non-Recurring Revenue,,,3628.04,0,12,0,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14649,59180,45655,55999,55999,Stratford Lorne - Cabling ,25,2/21/2020,10/30/2020,15,Qualifying,Scott Turner,205,,0,205,30,Meriplex Communications ,Non-Recurring Revenue,,,23383.39,0,12,0,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14650,59180,45655,40924,40924,victoriaville cabling ,25,2/21/2020,10/30/2020,15,Qualifying,Scott Turner,205,,0,205,30,Meriplex Communications ,Non-Recurring Revenue,,,59694.27,0,12,0,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14651,59180,45655,59343,59343,Memramcook Cabling ,25,2/21/2020,10/30/2020,15,Qualifying,Scott Turner,205,,0,205,30,Meriplex Communications ,Non-Recurring Revenue,,,20714.82,0,1,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14652,69716,57041,59312,59312,Tyler - Carrier Change,100,2/21/2020,2/21/2020,11,Signed,Ron Walker,620,Christopher Sykes,599,620,30,Meriplex Communications ,Monthly Recurring Revenue - Uplift or Downturn,,,,858,,683,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14653,67908,59193,59358,59358,Managed Services ,25,2/21/2020,8/31/2021,15,Qualifying,David Pinyon,604,,0,604,30,Meriplex Communications ,Monthly Recurring Revenue,,,0,3571,ESTIMATE,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14654,67908,59193,59358,59358,300 remaining Eye Care Locations not on project yet,25,2/21/2020,8/31/2021,15,Qualifying,David Pinyon,604,,0,604,30,Meriplex Communications ,Monthly Recurring Revenue,,,0,3750,ESTIMATE,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14655,67908,59193,59358,59358,Voice,10,2/21/2020,1/31/2022,17,Identifying,David Pinyon,604,Elmer Mosbey,173,604,30,Meriplex Communications ,Monthly Recurring Revenue,,,0,750,ESTIMATE,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14659,59180,45655,40924,40924,Canada - Dedicated Fixed Wireless,25,2/21/2020,7/1/2020,18,Proposing,Scott Turner,205,,0,205,30,Meriplex Communications ,Monthly Recurring Revenue,,,5183,2309,36,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14660,31160,53113,48418,48418,SCI-Loc7157-Phones and Licensing-022020,50,2/21/2020,5/30/2020,18,Proposing,David Pinyon,604,Eric O'Shea,418,604,30,Meriplex Communications ,Non-Recurring Revenue,,,1789.59,0,1,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14661,19405,51216,1143,1143,New Plaquemine Plant - Switches & WAPs,0,2/21/2020,8/7/2020,19,System Error,Jonathan Montoya,622,Wesley Straw,212,622,11,Meriplex Solutions,Non-Recurring Revenue,,,398134.16,0,12,0,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14662,31160,53113,48489,48489,SCI-Loc7290-SDWAN SIP-022020,50,2/23/2020,6/30/2021,18,Proposing,David Pinyon,604,Carrie Hatley,619,604,30,Meriplex Communications ,Monthly Recurring Revenue,,,300,51,36,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14664,68378,59476,58479,58479,Payment 2 of 3 Microsoft Virtual Desktop License Agreement Due: 3/31/2020,100,2/23/2020,2/25/2020,11,Signed,Ron Walker,620,Carrie Hatley,619,620,11,Meriplex Solutions,Non-Recurring Revenue,,,,,,0,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14665,69716,57041,58199,58199,PC Deployment Simmons Branches ,50,2/24/2020,3/27/2020,18,Proposing,Ron Walker,620,,0,620,30,Meriplex Communications ,Non-Recurring Revenue,,,7000,0,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14667,69716,57041,55408,58199,#800 Number for Simmons ,100,2/24/2020,2/25/2020,11,Signed,Ron Walker,620,Eric O'Shea,418,620,30,Meriplex Communications ,Monthly Recurring Revenue,,,,10,,0,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14670,58429,39929,46954,46954,KMP-Loc0203-Additional Phone-022020,50,2/24/2020,2/24/2020,18,Proposing,Ron Walker,620,Eric O'Shea,418,620,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14672,58429,46468,1105,1105,Packing Supplies and e Cycling for DaaS agreement,50,2/24/2020,4/30/2021,18,Proposing,Scott Turner,205,Carrie Hatley,619,205,11,Meriplex Solutions,Non-Recurring Revenue,,,180,0,1,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14675,69716,57041,55408,58199,Additional Phones For Simmons ,100,2/24/2020,2/25/2020,11,Signed,Ron Walker,620,,0,620,11,Meriplex Solutions,Non-Recurring Revenue,,,,,,0,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14679,67908,59193,59358,59358,TEM ,75,2/24/2020,3/31/2021,14,Negotiating,David Pinyon,604,,0,604,30,Meriplex Communications ,Monthly Recurring Revenue,,,0,5000,ESTIMATE,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14687,31160,53113,49627,49627,SCI - Loc1253 - Change Order for 7809-001-01-0,75,2/24/2020,8/31/2020,14,Negotiating,David Pinyon,604,Carrie Hatley,619,604,30,Meriplex Communications ,Monthly Recurring Revenue - Uplift or Downturn,,,0,153,36,3,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14690,69770,59549,58821,58821,20 Keyboards & 20 Mice,100,2/24/2020,2/25/2020,11,Signed,Jonathan Montoya,622,,0,622,11,Meriplex Solutions,Non-Recurring Revenue,,,,,,0,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14691,31160,53113,48854,48854,SCI-Loc9654-IPT Refresh-022020,50,2/25/2020,3/6/2020,18,Proposing,David Pinyon,604,Eric O'Shea,418,604,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14692,31160,53113,48494,48494,SCI-Loc7298-IPT Refresh-022020,20,2/25/2020,3/6/2020,15,Qualifying,David Pinyon,604,Eric O'Shea,418,604,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14698,59180,45655,55999,55999,Lorne Ave - DIA,100,2/25/2020,3/5/2020,11,Signed,Scott Turner,205,Christopher Sykes,599,205,30,Meriplex Communications ,Monthly Recurring Revenue - Uplift or Downturn,,,,843,,70,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14702,67908,59193,59358,59358,Summerfield ,10,2/25/2020,3/6/2020,17,Identifying,David Pinyon,604,Christopher Sykes,599,604,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14705,69716,57041,58081,58081,Beeville - UCaaS Addition,100,2/25/2020,2/27/2020,11,Signed,Ron Walker,620,Christopher Sykes,599,620,30,Meriplex Communications ,Monthly Recurring Revenue - Uplift or Downturn,,,,25,,5,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14706,58429,39064,1105,1105,Kelly Moore LTE / Cradlepoint - MRR ,25,2/25/2020,11/27/2020,15,Qualifying,Ron Walker,620,Eric O'Shea,418,620,30,Meriplex Communications ,Monthly Recurring Revenue,,,10363.74,3800,60,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14707,58429,39064,1105,1105,Cradlepoint and LTE ,50,2/25/2020,6/30/2020,18,Proposing,Scott Turner,205,Eric O'Shea,418,205,30,Meriplex Communications ,Non-Recurring Revenue,,,24808.95,0,1,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14708,58429,39064,1105,1105,"T1 Replacement for Store Class III, IV and V",75,2/25/2020,5/31/2021,14,Negotiating,Scott Turner,205,Eric O'Shea,418,205,30,Meriplex Communications ,Monthly Recurring Revenue - Uplift or Downturn,,,31552.29,34620,60,0,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14711,250,33,55992,55992,MPC-Texarkana-Catalyst Switching-022020,50,2/25/2020,2/25/2020,18,Proposing,Eric O'Shea,418,David Burgess,501,418,30,Meriplex Communications ,Non-Recurring Revenue,,,1482.84,0,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14714,69716,57041,55408,58199,Notebooks ,100,2/25/2020,2/27/2020,11,Signed,Ron Walker,620,,0,620,11,Meriplex Solutions,Non-Recurring Revenue,,,,,,0,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14716,31160,53113,48924,48924,Loc9756 - PoE Injector,50,2/25/2020,3/6/2020,18,Proposing,David Pinyon,604,Christopher Sykes,599,604,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14719,69716,57041,55408,58199,Corpus Temp Office ,25,2/26/2020,4/29/2020,15,Qualifying,Ron Walker,620,,0,620,11,Meriplex Solutions,Non-Recurring Revenue,,,24240.2,0,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14721,67908,59193,59482,59482,ECP-Mesa-Construction Passthrough-022020 MPC083784,100,2/26/2020,3/11/2020,11,Signed,David Pinyon,604,Eric O'Shea,418,604,30,Meriplex Communications ,Non-Recurring Revenue,,,736.4,0,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14722,69716,57041,58880,58880,UCaaS Temp Location Corpus ,50,2/26/2020,6/25/2020,18,Proposing,Ron Walker,620,,0,620,30,Meriplex Communications ,Monthly Recurring Revenue,,,59,138,36,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14723,67908,59193,59358,59358,Suwanee OPT MPC083792,100,2/26/2020,3/10/2020,11,Signed,David Pinyon,604,,0,604,30,Meriplex Communications ,Monthly Recurring Revenue,,,622.95,637,,0,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14727,68378,54204,55480,55480,Alvin - Circuit Change,50,2/26/2020,8/28/2020,18,Proposing,Ron Walker,620,,0,620,30,Meriplex Communications ,Monthly Recurring Revenue,,,0,342,60,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14731,69716,57041,55408,58199,Zoom Rooms For Simmons ,100,2/27/2020,3/4/2020,11,Signed,Ron Walker,620,,0,620,11,Meriplex Solutions,Non-Recurring Revenue,,,2637,0,,0,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14743,69716,57041,59496,59496,Simmons eFax For 4 Locations ,100,2/27/2020,2/28/2020,11,Signed,Ron Walker,620,Carrie Hatley,619,620,30,Meriplex Communications ,Monthly Recurring Revenue,,,,56,,0,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14747,68378,54204,55488,55488,BBC-Birmingham-Circuit Amendment-022020,25,2/27/2020,6/17/2020,15,Qualifying,Ron Walker,620,Eric O'Shea,418,620,30,Meriplex Communications ,Monthly Recurring Revenue,,,287.5,1080,60,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14750,19405,51216,1143,1143,Multi-site Plant Wide WiFi Heat Map,50,2/27/2020,4/12/2022,18,Proposing,Shane Hannaford,890,Unassigned Territory,571,890,30,Meriplex Communications ,Non-Recurring Revenue,,,19305,0,12,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14754,69716,57041,57857,57857,Fortinet Renewals DUE: 3/4/2020,100,2/28/2020,3/6/2020,11,Signed,Ron Walker,620,Carrie Hatley,619,620,11,Meriplex Solutions,Non-Recurring Revenue,,,1236,0,,0,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14758,68378,59476,58479,58479,Fortinet Renewals DUE: 3/26/2020,50,2/28/2020,2/28/2020,18,Proposing,Ron Walker,620,Carrie Hatley,619,620,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14760,31160,53113,47965,47965,Loc5055 - IPT Refresh,25,2/28/2020,3/6/2020,15,Qualifying,David Pinyon,604,Christopher Sykes,599,604,30,Meriplex Communications ,Non-Recurring Revenue,,,,0,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14761,69716,57041,57857,57857,SMARTnet/ Security Subscription Renewal DUE: 2/16/2020,100,2/28/2020,3/6/2020,11,Signed,Ron Walker,620,Carrie Hatley,619,620,11,Meriplex Solutions,Non-Recurring Revenue,,,6724,0,,0,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14765,69770,59549,59271,59271,CMS-Docking Station CO-022020,100,2/28/2020,4/21/2020,11,Signed,Jonathan Montoya,622,Eric O'Shea,418,622,30,Meriplex Communications ,Non-Recurring Revenue,,,20328,0,12,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14777,31160,53113,51961,51961,LA - Additional Day Rate MPC083834,100,2/28/2020,3/12/2020,11,Signed,David Pinyon,604,Christopher Sykes,599,604,30,Meriplex Communications ,Non-Recurring Revenue,,,18000,0,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14778,31160,53113,51961,51961,Ad Hoc - Additional Day Rate MPC083835,100,2/28/2020,3/12/2020,11,Signed,David Pinyon,604,Christopher Sykes,599,604,30,Meriplex Communications ,Non-Recurring Revenue,,,4500,0,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14779,19405,51216,1144,1144,PVC Loading Area - Wifi Site Survey,0,2/28/2020,3/31/2020,19,System Error,Jonathan Montoya,622,,0,622,11,Meriplex Solutions,Non-Recurring Revenue,,,0,0,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14791,56518,50716,38262,38262,Nexus 9310 Switches & ASR1001-X,0,3/2/2020,3/27/2020,18,Proposing,Jonathan Montoya,622,,0,622,11,Meriplex Solutions,Non-Recurring Revenue,,,63017,0,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14795,69716,57041,57857,57857,Veeam Renewal DUE: 6/11/2020,50,3/2/2020,3/2/2020,18,Proposing,Ron Walker,620,Carrie Hatley,619,620,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14797,59180,45655,50865,50865,CO Deland - IP Intercom MPC083940,100,3/2/2020,3/10/2020,11,Signed,Jonathan Montoya,622,Christopher Sykes,599,622,11,Meriplex Solutions,Non-Recurring Revenue,,,0,0,,0,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14801,69770,59549,58821,58821,40 Hours Block Support,100,3/2/2020,3/5/2020,11,Signed,Jonathan Montoya,622,,0,622,11,Meriplex Solutions,Non-Recurring Revenue,,,7000,0,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14804,59180,45655,40924,40924,Smartnet Renewal,25,3/2/2020,3/9/2020,15,Qualifying,Jonathan Montoya,622,Carrie Hatley,619,622,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14808,19419,1992,1158,1158,SMARTnet Renewal DUE: 4/13/2020,50,3/2/2020,4/13/2020,18,Proposing,Elmer Mosbey,173,Carrie Hatley,619,173,30,Meriplex Communications ,Non-Recurring Revenue,,,55037,0,1,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14813,69770,59549,58821,58821,1 - Microsoft Surface Pro 7,100,3/3/2020,3/5/2020,11,Signed,Jonathan Montoya,622,,0,622,11,Meriplex Solutions,Non-Recurring Revenue,,,1374,0,,0,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
14823,31160,53113,51961,51961,SCI-Loc2928-Bay Area Day Rate-032020 MPC083934,100,3/3/2020,3/11/2020,11,Signed,David Pinyon,604,Eric O'Shea,418,604,30,Meriplex Communications ,Non-Recurring Revenue,,,5400,0,,0,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
