Opportunity_Rec_ID__c,AccountId,Contact__c,Site_Address_Billing_Address__c,Site_Address_Shipping_Address__c,Name,Probability,CreatedDate,CloseDate,Stage_RecID,StageName,Account_Executive__c,AE_Member_RecID,Strategic_Consultant__c,SC_Member_RecID,OwnerId,Location_RecID,Location__c,Department__c,Solution_Engineer_1__c,Solution_Engineer_2__c,Non_Recurring__c,Amount,Full_Agreement_Term__c,MRR_Delta__c,Sell_Quote__c,Sell_Quote_EXP_Date__c,pricebook2id,product2id
8545,39112,45788,20857,20857,Tilson-Waxahachie SDWAN,100,8/14/2017,8/14/2017,16,Order Porter Approved,Edward Schulenburg,171,Eric O'Shea,418,171,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8546,39112,45788,20857,20857,Tilson-SMARTnet Renewal,100,8/14/2017,8/14/2017,16,Order Porter Approved,Edward Schulenburg,171,Eric O'Shea,418,171,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8547,31160,11406,53043,53043,SCI 8205 SD-WAN SIP,100,8/14/2017,8/14/2017,16,Order Porter Approved,Elmer Mosbey,173,,0,173,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8548,65737,49864,51479,51479,Doctors Hospital at Renaissance-Edinburg-Phone and Licenses-08-14-2017,100,8/14/2017,8/14/2017,16,Order Porter Approved,Scott Turner,205,Tomie Huynh,361,205,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8550,65737,49864,51479,51479,Doctors Hospital at Renaissance=Edinburg-License-08-14-2017,100,8/14/2017,8/14/2017,16,Order Porter Approved,Scott Turner,205,Tomie Huynh,361,205,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8552,58429,46468,52658,52658,Kelly Moore POTs and XCON,100,8/15/2017,8/15/2017,16,Order Porter Approved,Elmer Mosbey,173,,0,173,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8556,31160,11406,47714,47714,SCI 4388 IPT Refresh,100,8/15/2017,8/15/2017,16,Order Porter Approved,Elmer Mosbey,173,,0,173,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8557,31160,11406,49752,49752,SCI 1545 IPT Refresh,100,8/15/2017,8/15/2017,16,Order Porter Approved,Elmer Mosbey,173,,0,173,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8560,58429,46468,52658,52658,Kelly-Moore-The Colony-New Store Install,100,8/16/2017,8/16/2017,16,Order Porter Approved,Scott Turner,205,Eric O'Shea,418,205,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8561,65737,49864,51479,51479,Doctors Hospital at Renaissance-Edinburg-Phone and License-08-16-2017,100,8/16/2017,8/16/2017,16,Order Porter Approved,Scott Turner,205,Tomie Huynh,361,205,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8564,65737,49864,51479,51479,Doctors Hospital at Renaissance-Edinburg-Phones and License-08-17-2017,100,8/17/2017,8/17/2017,16,Order Porter Approved,Scott Turner,205,Tomie Huynh,361,205,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8565,31160,11406,51961,51961,SCI 2928 Smartnet,100,8/17/2017,8/17/2017,16,Order Porter Approved,Elmer Mosbey,173,,0,173,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8566,65737,49864,51479,51479,Doctors Hospital at Renaissance-Edinburg-Phone and License-08-17-2017,100,8/17/2017,8/17/2017,16,Order Porter Approved,Scott Turner,205,Tomie Huynh,361,205,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8568,31160,11406,53028,53028,SCI SD-WAN 5430,100,8/17/2017,8/17/2017,16,Order Porter Approved,Elmer Mosbey,173,,0,173,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8572,31160,11406,49686,49686,SCI 1391 Network Refresh,100,8/18/2017,8/18/2017,16,Order Porter Approved,Elmer Mosbey,173,,0,173,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8575,31160,11406,50028,50028,SCI 2413 SIP and DIAL,100,8/18/2017,8/18/2017,16,Order Porter Approved,Elmer Mosbey,173,,0,173,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8579,58429,46468,52658,52658,Kelly-Moore-San Carlos-Meraki AP for Spares,100,8/21/2017,8/21/2017,16,Order Porter Approved,Scott Turner,205,Eric O'Shea,418,205,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8580,58429,46468,52658,52658,Kelly-Moore-Grapevine-Equipment and Install-08-21-2017,100,8/21/2017,8/21/2017,16,Order Porter Approved,Scott Turner,205,Eric O'Shea,418,205,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8582,58429,46468,51048,51048,KM Internet Access Boost at Hou DC,100,8/21/2017,8/21/2017,16,Order Porter Approved,Scott Turner,205,,0,205,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8590,65737,49864,51479,51479,Doctors Hospital at Renaissance-Edinburg-Phones-08-22-2017,0,8/22/2017,8/22/2017,14,Negotiating,Scott Turner,205,Tomie Huynh,361,205,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8597,250,1867,1000,1000,Cross Connect $0 internal agreement ,0,8/22/2017,8/22/2017,14,Negotiating,Dusty Corning,170,,0,170,30,Meriplex Communications ,Monthly Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8598,250,1867,1000,1000,Cross connect $0 agreement ,100,8/22/2017,8/22/2017,16,Order Porter Approved,Dusty Corning,170,,0,170,30,Meriplex Communications ,Monthly Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8600,31160,11406,53049,53049,SCI 8191 SD-WAN,100,8/22/2017,8/22/2017,16,Order Porter Approved,Elmer Mosbey,173,,0,173,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8601,31160,11406,53024,53024,SCI 8190 SD-WAN,100,8/22/2017,8/22/2017,16,Order Porter Approved,Elmer Mosbey,173,,0,173,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8603,65737,49864,51479,51479,Doctors Hospital at Renaissance-Edinburg-Phone and License-08-23-2017,0,8/23/2017,8/23/2017,14,Negotiating,Scott Turner,205,Tomie Huynh,361,205,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8604,65737,49864,51479,51479,Doctors Hospital at Renaissance-Edinburg-Phone and License-08-23-2017,100,8/23/2017,8/23/2017,16,Order Porter Approved,Scott Turner,205,Tomie Huynh,361,205,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8606,39112,18103,20857,0,Quote #MPC004992 Tilson Homes - Meraki - Remote User,100,8/23/2017,9/20/2017,16,Order Porter Approved,Admin NRG New Ventures,338,Wesley Straw,212,338,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8607,65737,49864,51479,51479,Doctors Hospital at Renaissance-Edinburg-Phone and License-08-23-2017,100,8/23/2017,8/23/2017,16,Order Porter Approved,Scott Turner,205,Tomie Huynh,361,205,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8609,59180,45655,40924,0,Quote #MPC004994 Kingspan-Jessup-20 HR BLK-08232017,50,8/24/2017,9/20/2017,11,Signed,Scott Turner,205,Luis Martinez,255,205,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8611,31160,11406,47904,47904,SCI 4878-2523-2636 IPT,100,8/24/2017,9/29/2017,16,Order Porter Approved,Elmer Mosbey,173,,0,173,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8612,65737,49864,51479,51479,Doctors Hospital at Renaissance-Edinburg-Phones and Licenses-08-25-2017,100,8/25/2017,8/25/2017,16,Order Porter Approved,Scott Turner,205,Tomie Huynh,361,205,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8613,65737,49864,51479,51479,DHR-Edinburg-Phone and License-08-25-2017,100,8/25/2017,8/25/2017,16,Order Porter Approved,Scott Turner,205,Tomie Huynh,361,205,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8614,65737,49864,51479,51479,DHR-Edinburg-Phone and License-08-25-2017,100,8/25/2017,8/25/2017,16,Order Porter Approved,Scott Turner,205,Tomie Huynh,361,205,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8615,65737,49864,51479,51479,DHR-Edinburg-Phone License-08-25-2017,100,8/25/2017,8/25/2017,16,Order Porter Approved,Scott Turner,205,Tomie Huynh,361,205,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8616,65737,49864,51479,51479,DHR-Edinburg-Phone and License-08-25-2017,100,8/25/2017,8/25/2017,16,Order Porter Approved,Scott Turner,205,Tomie Huynh,361,205,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8617,58429,46468,53249,53249,Kelly-Moore SD-WAN The Colony,100,8/25/2017,8/25/2017,16,Order Porter Approved,Scott Turner,205,,0,205,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8618,58429,46468,53250,53250,Kelly-Moore SD-WAN Round Rock,100,8/25/2017,8/25/2017,16,Order Porter Approved,Scott Turner,205,,0,205,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8619,58429,46468,53251,53251,Kelly-Moore SD-WAN Grapevine,100,8/25/2017,8/25/2017,16,Order Porter Approved,Scott Turner,205,,0,205,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8623,39112,45788,20857,20857,Tilson Homes-Akkadian Renewal,100,8/28/2017,9/21/2017,16,Order Porter Approved,Edward Schulenburg,171,Eric O'Shea,418,171,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8624,65737,49864,51479,51479,DHR-Edinburg-PO DHR0165222-08-30-2017,0,8/30/2017,8/30/2017,14,Negotiating,Scott Turner,205,Eric O'Shea,418,205,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8625,65737,49864,51479,51479,DHR-Edinburg-PO DHR0165222-08-30-2017,100,8/30/2017,8/30/2017,16,Order Porter Approved,Scott Turner,205,Eric O'Shea,418,205,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8626,65737,49864,51479,51479,DHR-Edinburg-Phones and Licenses-08-30-2017,100,8/30/2017,8/30/2017,16,Order Porter Approved,Scott Turner,205,Tomie Huynh,361,205,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8628,19405,1434,1143,1143,Shintech-Freeport-Replacement Router-08-31-2017,100,8/31/2017,9/30/2017,16,Order Porter Approved,Elmer Mosbey,173,Eric O'Shea,418,173,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8629,65737,49864,51479,51479,DHR-Edinburg-Phone and License-09-01-2017,100,9/1/2017,9/1/2017,16,Order Porter Approved,Scott Turner,205,Tomie Huynh,361,205,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8630,65737,49864,51479,51479,DHR-Edinburg-Phones and Licenses-09-01-2017,100,9/1/2017,9/1/2017,16,Order Porter Approved,Scott Turner,205,Tomie Huynh,361,205,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8631,31160,11406,12905,12905,SCI 2924 Corp DIDs,100,9/5/2017,9/5/2017,16,Order Porter Approved,Elmer Mosbey,173,,0,173,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8646,65737,49864,51479,51479,DHR-Edinburg-Phones and Licenses-09-08-2017,100,9/8/2017,9/8/2017,16,Order Porter Approved,Scott Turner,205,Tomie Huynh,361,205,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8647,65737,49864,51479,51479,DHR-Edinburg-Phones and Licenses-09-08-2017,100,9/8/2017,9/8/2017,16,Order Porter Approved,Scott Turner,205,Tomie Huynh,361,205,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8648,65737,49864,51479,51479,DHR-Edinburg-Licenses-09-08-2017,100,9/8/2017,9/8/2017,16,Order Porter Approved,Scott Turner,205,Tomie Huynh,361,205,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8649,65737,49864,51479,51479,DHR-Edinburg-Licenses-09-08-2017,100,9/8/2017,9/8/2017,16,Order Porter Approved,Scott Turner,205,Tomie Huynh,361,205,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8652,65737,49864,51479,51479,Doctors Hospital-Edinburg-Conference Phone,0,9/11/2017,9/11/2017,14,Negotiating,Scott Turner,205,Eric O'Shea,418,205,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8653,58429,46468,50928,50928,KM MPLS DIsco Rowlett,100,9/11/2017,9/11/2017,16,Order Porter Approved,Scott Turner,205,,0,205,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8654,31160,11406,47954,47954,SCI 4797 - Cabling Change Order,100,9/11/2017,9/11/2017,16,Order Porter Approved,Elmer Mosbey,173,,0,173,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8655,31160,11406,49419,49419,SCI 0791 Cabling and AP,100,9/11/2017,9/11/2017,16,Order Porter Approved,Elmer Mosbey,173,,0,173,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8660,31160,11406,49619,49619,SCI 1227 IPT Upgrade,100,9/11/2017,10/11/2017,16,Order Porter Approved,Elmer Mosbey,173,,0,173,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8661,31160,11406,48560,48560,SCI 7469 AP,100,9/11/2017,9/11/2017,16,Order Porter Approved,Elmer Mosbey,173,,0,173,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8662,31160,11406,53269,53269,SCI 1170 Temp Corp Network,100,9/11/2017,9/11/2017,16,Order Porter Approved,Elmer Mosbey,173,,0,173,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8663,65737,49864,51479,51479,DHR-Edinburg-UC License-09-12-2017,100,9/12/2017,9/12/2017,16,Order Porter Approved,Scott Turner,205,Tomie Huynh,361,205,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8664,58429,46468,52658,52658,Southern Chemical-Houston-7975 Phone-09-12-2017,0,9/12/2017,9/12/2017,14,Negotiating,Anu Joseph,333,Tomie Huynh,361,333,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8666,65737,49864,51479,51479,DHR-Edinburg-UC License-09-12-2017,100,9/12/2017,9/12/2017,16,Order Porter Approved,Scott Turner,205,Tomie Huynh,361,205,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8668,31160,11406,53269,53269,SCI 1170 SD-WAN DIAL,100,9/12/2017,9/12/2017,16,Order Porter Approved,Elmer Mosbey,173,,0,173,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8669,31160,11406,52374,52374,SCI 5798 DIDs,100,9/12/2017,9/12/2017,16,Order Porter Approved,Elmer Mosbey,173,,0,173,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8673,19420,46127,1159,1159,"Loomis - Hayward, CA NVR Upgrade",0,9/13/2017,11/30/2017,14,Negotiating,Elmer Mosbey,173,Sam Proffitt,231,173,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8675,65737,49864,51479,51479,DHR-Edinburg-CUWL Licenses-09-13-2017,100,9/13/2017,9/13/2017,16,Order Porter Approved,Scott Turner,205,Tomie Huynh,361,205,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8683,65737,49864,51479,51479,DHR-Edinburg-PO DHR0166942-09-13-2017,100,9/13/2017,9/13/2017,16,Order Porter Approved,Elmer Mosbey,173,Eric O'Shea,418,173,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8685,19405,1434,1143,1143,Shintech-Houston-ISR4221-09-13-2017,0,9/13/2017,1/31/2018,14,Negotiating,Elmer Mosbey,173,Eric O'Shea,418,173,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8686,31160,11406,53269,53269,SCI 1170 UPS Mounts,100,9/13/2017,9/13/2017,16,Order Porter Approved,Elmer Mosbey,173,,0,173,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8688,31160,11406,49755,49755,SCI 1577 Cabling CO,100,9/13/2017,9/13/2017,16,Order Porter Approved,Elmer Mosbey,173,,0,173,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8692,65737,49864,51479,51479,DHR-Edinburg-PO DHR0166757-09-14-2017,100,9/14/2017,9/14/2017,16,Order Porter Approved,Scott Turner,205,Eric O'Shea,418,205,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8693,65737,49864,51479,51479,DHR-Edinburg-PO DHR0166996-09-14-2017,100,9/14/2017,9/14/2017,16,Order Porter Approved,Scott Turner,205,Eric O'Shea,418,205,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8695,31160,11406,48981,48981,SCI 9822 Phones,100,9/14/2017,9/14/2017,16,Order Porter Approved,Elmer Mosbey,173,,0,173,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8696,31160,11406,12905,12905,SCI 2924 Hou Corp DIDs Replacement,100,9/14/2017,9/14/2017,16,Order Porter Approved,Elmer Mosbey,173,,0,173,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8697,65737,49864,51479,51479,DHR-Edinburg-CUWL License-09-15-2017,100,9/15/2017,9/15/2017,16,Order Porter Approved,Scott Turner,205,Tomie Huynh,361,205,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8698,65737,49864,51479,51479,DHR-Edinburg-CUWL License-09-15-2017,100,9/15/2017,9/15/2017,16,Order Porter Approved,Scott Turner,205,Tomie Huynh,361,205,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8699,65737,49864,51479,51479,DHR-Edinburg-CUWL License-09-15-2017,100,9/15/2017,9/15/2017,16,Order Porter Approved,Scott Turner,205,Tomie Huynh,361,205,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8702,31160,11406,49312,49312,SCI 0617 Network,100,9/15/2017,9/30/2017,16,Order Porter Approved,Elmer Mosbey,173,,0,173,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8704,31160,11406,12905,12905,SCI 2924 Rail kits,100,9/15/2017,9/30/2017,16,Order Porter Approved,Elmer Mosbey,173,,0,173,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8706,31160,11406,48580,48580,SCI 7511 Switch,100,9/15/2017,9/30/2017,16,Order Porter Approved,Elmer Mosbey,173,,0,173,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8711,31160,11406,47794,47794,SCI 4589 Phone,100,9/18/2017,9/29/2017,16,Order Porter Approved,Elmer Mosbey,173,,0,173,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8712,31160,11406,47684,47684,SCI 4720 Replacement SD-WAN SIP,100,9/18/2017,9/30/2017,16,Order Porter Approved,Elmer Mosbey,173,,0,173,30,Meriplex Communications ,Customer Experience,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8714,65737,49864,51479,51479,DHR-Edinburg-CUWL License-09-18-2017,100,9/18/2017,9/18/2017,16,Order Porter Approved,Scott Turner,205,Tomie Huynh,361,205,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8715,31160,11406,53195,53195,SCI 8268 48 P Switch,100,9/18/2017,9/18/2017,16,Order Porter Approved,Cynthia Newsom,417,,0,417,30,Meriplex Communications ,Customer Experience,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8716,65737,49864,51479,51479,DHR-Edinburg-CUWL License-09-20-2017,100,9/20/2017,9/20/2017,16,Order Porter Approved,Scott Turner,205,Tomie Huynh,361,205,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8723,59180,45655,40924,0,Quote #MPC005043 Kingspan-Support Block-Jessup-09212017,100,9/21/2017,10/19/2017,16,Order Porter Approved,Scott Turner,205,Werner Wendelberger,211,205,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8726,65737,49864,51479,51479,DHR-Edinburg-CUWL Licenses-09-22-2017,100,9/22/2017,9/22/2017,16,Order Porter Approved,Scott Turner,205,Tomie Huynh,361,205,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8727,65737,49864,51479,51479,DHR-Edinburg-CUCM License-09-22-2017,100,9/22/2017,9/22/2017,16,Order Porter Approved,Scott Turner,205,Tomie Huynh,361,205,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8728,65737,49864,51479,51479,DHR-Edinburg-CUWL License-09-22-2017,100,9/22/2017,9/22/2017,16,Order Porter Approved,Scott Turner,205,Tomie Huynh,361,205,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8729,65737,49864,51479,51479,DHR-Edinburg-CUCM License-09-22-2017,100,9/22/2017,9/22/2017,16,Order Porter Approved,Scott Turner,205,Tomie Huynh,361,205,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8730,31160,11406,12905,49156,SCI 0249 Phones,100,9/22/2017,9/22/2017,16,Order Porter Approved,Elmer Mosbey,173,,0,173,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8731,65737,49864,51479,51479,DHR-Edinburg-PO DHR0166468-09-22-2017,100,9/22/2017,9/22/2017,16,Order Porter Approved,Scott Turner,205,Eric O'Shea,418,205,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8732,65737,49864,51479,51479,DHR-Edinburg-CUWL License-09-22-2017,100,9/22/2017,9/22/2017,16,Order Porter Approved,Scott Turner,205,Tomie Huynh,361,205,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8735,58429,46468,52658,52658,Kelly-Moore-Hurst-Wireless Refresh,0,9/25/2017,9/25/2017,14,Negotiating,Scott Turner,205,Eric O'Shea,418,205,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8741,65737,49864,51479,51479,DHR-Edinburg-PO DHR0166969,100,9/26/2017,9/26/2017,16,Order Porter Approved,Scott Turner,205,Eric O'Shea,418,205,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8742,65737,49864,51479,51479,DHR-Edinburg-Phones-09-26-2017,100,9/26/2017,9/26/2017,16,Order Porter Approved,Scott Turner,205,Tomie Huynh,361,205,30,Meriplex Communications ,Non-Recurring Revenue,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
8743,31160,11406,49993,49993,SCI Site 2328 paging,100,9/26/2017,9/26/2017,16,Order Porter Approved,Cynthia Newsom,417,,0,417,30,Meriplex Communications ,Customer Experience,,,,,,,,,01sDn0000013Ye9IAE,01tDn0000074PjWIAU
